,the,to,of,in,and,said,a,s,for,oil,mln,u,on,that,from,at,it,is,by,tonnes,1,dlrs,be,000,was,pct,wheat,will,he,with,year,its,as,would,an,prices,2,has,not,last,this,were,but,crude,1986,grain,are,production,have,87,corn,4,0,3,which,opec,5,price,they,had,up,bpd,about,been,market,1987,also,one,8,per,week,barrels,lt,billion,new,export,trade,50,more,than,we,department,7,agriculture,or,usda,government,two,6,gulf,10,company,1985,total,official,nil,may,if,exports,15,soviet,gas,some,barrel,under,no,report,energy,industry,output,could,other,imports,sources,stocks,there,world,25,month,crop,petroleum,over,20,today,program,9,after,told,march,between,30,18,their,09,expected,iran,because,day,sales,farm,union,april,maize,officials,minister,state,all,states,16,foreign,now,increase,agreement,saudi,three,farmers,added,exploration,corp,against,down,end,first,demand,february,china,ec,years,countries,17,made,any,during,while,co,cts,ecuador,through,only,86,analysts,rice,should,united,500,major,current,when,five,next,estimated,around,canada,companies,iranian,reserves,traders,offer,supply,higher
crude article172.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.17229713583399328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22465980967271548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30620130502288345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32728072434032174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3628248704518243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4040235648691029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43002934353226924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4890476370376034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crude article173.txt,0.03961960776833626,0.16452588072271557,0.0,0.0,0.08496180938280674,0.0833002912941119,0.2708301701120692,0.0,0.047656336530050886,0.18431459538675132,0.0,0.0,0.0,0.19677865623293858,0.0,0.0,0.11771264445090157,0.0,0.058856322225450786,0.0,0.0,0.2190153622395601,0.06500988837534037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07458031641738472,0.0,0.24065562995715156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08574092445824907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08719995839221245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2022530850455219,0.0,0.0,0.0,0.0,0.19010554240056832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09768500908787832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52922997565192,0.0,0.0,0.0,0.0,0.0,0.0,0.09898386263382829,0.09625679885706168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11407858692535981,0.0,0.0,0.0,0.0,0.0,0.11129420332756279,0.0,0.0,0.10449512775032142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1126589826912337,0.0,0.0,0.3217516596587482,0.0,0.0,0.0,0.0,0.0,0.0,0.11023909829186376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11647566766312147,0.2562411617014398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1232935379198276,0.0,0.0,0.12685062169500344,0.0,0.0,0.0
crude article174.txt,0.42443293000589366,0.19277521237746967,0.11104791591085132,0.14905987150915645,0.11377128562768828,0.11154636774496338,0.12088841980591118,0.05962394860366258,0.03190799910404721,0.041135557708083616,0.0,0.08089169850969241,0.19461962171496952,0.08783460422332932,0.03998307289314864,0.0,0.0788137575641378,0.206555861072749,0.0394068787820689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04554643186801004,0.0,0.08963970025869702,0.04787046097373132,0.0,0.09414030927856971,0.0499347797731973,0.17665830610447078,0.0,0.0,0.13905148139562953,0.04974521443792142,0.050062005596539824,0.0,0.10050827223992577,0.04822191217835815,0.0,0.0,0.0,0.0,0.0,0.052761675826701084,0.0,0.0,0.0,0.0,0.0,0.10315297655546295,0.0,0.0,0.0,0.05829368813374319,0.05838418134589872,0.0,0.0,0.0,0.05605470076475134,0.0,0.0,0.05532652189139878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152374842318036,0.0,0.0,0.0,0.0,0.06825266050477855,0.0,0.0,0.0,0.0,0.0,0.24116014622843202,0.0,0.0,0.0,0.0,0.06189638435323201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06981661335153796,0.0,0.0,0.07056317198980736,0.0,0.0,0.4379022602471978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15555774847362105,0.0743377341842049,0.0,0.0,0.22248142599554357,0.0,0.15680877881679356,0.06952446215757616,0.07180893046365601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07599580921218271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2333366227104316,0.0,0.076187421159018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09091892840027889,0.0,0.0,0.0,0.0,0.0
crude article175.txt,0.0,0.0,0.0,0.0,0.0,0.15414947060325923,0.1670595492428052,0.0,0.0,0.2273861380468742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27019595104821803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35179551313123036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39174182614118075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41695706631419577,0.0,0.3843122551536638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4741812880771176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crude article176.txt,0.16062099617935718,0.055583401644392384,0.16809842607636263,0.0,0.17222091823904165,0.11256863729297123,0.0,0.06017037380980527,0.06440084156034964,0.08302509116339084,0.08984624048590169,0.0,0.0,0.0,0.0,0.0,0.07953604826665626,0.16675907804724024,0.0,0.0,0.0,0.09865616110307024,0.0,0.0,0.0,0.1045118478435942,0.0,0.0,0.0,0.0,0.09661834208209996,0.09203417859465943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11970441530579494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1178384893464231,0.0,0.0,0.22862408929114483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136658310662373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12471546712596905,0.0,0.0,0.0,0.0,0.0,0.0,0.26907044405441793,0.0,0.13720416380327413,0.0,0.0,0.13031456736316221,0.0,0.0,0.0,0.0,0.6104813885073086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1358510526290944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13479550403356844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31231972934045893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17198602158367818,0.14897264917485567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15377128546838914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crude article177.txt,0.15970577683750115,0.0,0.08357030014839681,0.13461192603130415,0.12842970185691446,0.16789083084447368,0.04548793844882138,0.22435321005217357,0.0,0.3095700514718369,0.0,0.24350366122658712,0.11717046695082105,0.0,0.060179380677762864,0.17756985841615167,0.0,0.0,0.059312138561389796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06863232549458449,0.07084629943698206,0.0,0.13294610298413842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08787528372729064,0.0,0.0,0.17049104095598805,0.08436913253553603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10377927189123293,0.0,0.0,0.0,0.0,0.26611087804126105,0.0,0.11467132186258859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10808116159515743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3954576511339318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10508248237304298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5473761176522494,0.0,0.0,0.0,0.0,0.0
crude article178.txt,0.287519074756597,0.20664736913152726,0.13887877986017577,0.07456692153655572,0.04742822712008808,0.2325035897520642,0.12598792830525848,0.2982676861462229,0.05320638929603586,0.2057798569746325,0.0,0.2697728044738691,0.16226350207431958,0.0,0.0,0.06557535720223047,0.06571072434167483,0.03444306087566801,0.09856608651251224,0.0,0.0,0.0,0.07258093426482908,0.0,0.10875048363573268,0.0,0.0,0.07594839078165001,0.13125865733936323,0.14947364053734255,0.0,0.0,0.07848918898975199,0.0,0.07364415562632794,0.0,0.0,0.038644579515422814,0.08294983450288224,0.0,0.04111098548731737,0.04189922911517777,0.08040973749543391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04860218051015678,0.04867762894330509,0.0,0.0,0.047220898060304294,0.04673543178055096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050168855683785575,0.3568472627227513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12704204912471573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05160591723686938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054941749475871965,0.0,0.0,0.0,0.0,0.0,0.0,0.11666462114889435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05568236291015384,0.0,0.0,0.0,0.0,0.14603985700482955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06183106480633056,0.0,0.0,0.0579658032942014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06183106480633056,0.0,0.0,0.0,0.0,0.0,0.05987047161312967,0.06384447018692026,0.0,0.0,0.0,0.0,0.06484789359803901,0.0,0.0,0.0,0.0627348750978553,0.0,0.0,0.0,0.0,0.0,0.0,0.4548202364306258,0.0,0.0,0.0,0.0,0.0
crude article179.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26682784295712875,0.0,0.3681779683880984,0.0,0.36200483080977536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8137569589790578,0.0,0.0,0.0,0.0,0.0
crude article180.txt,0.324772810261872,0.11238865394537809,0.11329734703852323,0.18249514566791059,0.145094853030911,0.14225736964115446,0.18500577619148229,0.18249514566791059,0.032554340332674965,0.12590644819531993,0.0,0.1650605464031523,0.23827429780472653,0.044806908599125964,0.040792986055481435,0.1203668877390176,0.0,0.0,0.04020512032536758,0.0,0.0,0.0,0.04440865969262074,0.0,0.1330780119629133,0.0,0.0,0.0,0.05354042448875538,0.0,0.0,0.04652286988208211,0.04802362657220199,0.05094627870187099,0.045059191903303625,0.0,0.0,0.0,0.10150574691025253,0.0,0.0,0.05127210405889526,0.09839742914794788,0.0,0.0,0.0,0.0,0.0,0.10766087499148974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2382673389680421,0.05727414402214146,0.0,0.0,0.11438033453564377,0.0,0.0,0.05644723811112724,0.11858181679110547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12025666393694796,0.0,0.3109228164877215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0657536188781668,0.0,0.29305408385105985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06697942998187104,0.0,0.0,0.0692177401001906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35741806726393444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07935439431162235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07123084667607564,0.0,0.0,0.0,0.0,0.07753521080664158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07199252790557767,0.07566269966704676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0767686926959202,0.0,0.0,0.0,0.0,0.0,0.0,0.2782818560486951,0.0,0.0,0.0,0.0,0.0
crude article181.txt,0.09081180337874216,0.0,0.09503938825081541,0.20411454114777938,0.0,0.09546598389646929,0.0,0.0,0.0,0.2816440602502369,0.0,0.0,0.13325080178358129,0.0,0.0,0.13462622235960073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198944522887459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5216347080424765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2458281820503511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2390077533017616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6224973617708626,0.0,0.0,0.0,0.0,0.0
crude article182.txt,0.0,0.0,0.0,0.20187427309956096,0.0,0.0,0.0,0.0,0.0,0.2785528635838892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5159094835548039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4862601682343793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6156651148283684,0.0,0.0,0.0,0.0,0.0
crude article184.txt,0.14762079317986673,0.030650784269391215,0.030898604267116374,0.03318021374172285,0.06331274032000976,0.18622377805736354,0.23545677461799322,0.33180213741722847,0.0,0.13734950090729284,0.0,0.4051398000980352,0.34657325711913073,0.19551680224483994,0.044500471227229776,0.0,0.08771835421868657,0.0,0.043859177109343284,0.0,0.0,0.0,0.0,0.0,0.09678190321375617,0.0,0.0,0.0,0.05840646517553417,0.0,0.0,0.0,0.05238827110123601,0.05557654951818365,0.09830882544798414,0.0,0.0,0.05158730098514779,0.05536556656620624,0.0,0.0,0.05593198762966783,0.10734031479520133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19494176365972135,0.0,0.0,0.0,0.12477583227277331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13118623397979234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07172966011839461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3899021365275506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08656654690626864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16916405251164585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07853559463091102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08374584287162753,0.0,0.0,0.0,0.0,0.0,0.0,0.3035736023666509,0.0,0.0,0.0,0.0,0.0
crude article185.txt,0.5188738173676624,0.19238348445497178,0.2327267492325543,0.16660781214575202,0.07947806807227376,0.19480947586944347,0.2533498150823095,0.041651953036438004,0.13374127456766663,0.1724182672812315,0.0,0.0,0.0543827608434728,0.0,0.11172511136208808,0.10988820413603646,0.0,0.17315434941069285,0.1101150462378141,0.0,0.0,0.0,0.06081391593705641,0.13795671751225053,0.06074637310680486,0.0,0.0,0.12727086250219546,0.0,0.06262028384256114,0.1337649209088453,0.06370914857017586,0.0,0.0,0.061704764961743146,0.0,0.0,0.06475883050771444,0.0,0.0,0.06889192157248825,0.0,0.0,0.0,0.0,0.0,0.07075632495201163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1441207110792728,0.0,0.0,0.0,0.0,0.0,0.0,0.21791581677794267,0.07913063545403284,0.0,0.0,0.0,0.0,0.0,0.0,0.08182608477968674,0.0,0.09367329837499574,0.0,0.0,0.0,0.1765818648890864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09330997379667687,0.0,0.0,0.1064456468382172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10123408654291548,0.0,0.22462542474306238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10336787228878493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10411087443139501,0.0,0.0,0.0977506356902239,0.0,0.0,0.096137525333675,0.0,0.0,0.10866915368096386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09754463998389994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11105304748647839,0.1064456468382172,0.0,0.0,0.0,0.1046156507081661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crude article186.txt,0.1818447728246579,0.12585591280432193,0.06343674618957289,0.06812103159913657,0.1299849728979886,0.12744297920344022,0.0690581893553281,0.06812103159913657,0.07291049540112146,0.37598269716854504,0.20343628266462122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18009120815401755,0.0,0.0,0.11169216746425771,0.0,0.0,0.0,0.0,0.0,0.0,0.11991208648584922,0.0,0.32815523906343264,0.10419518429559287,0.10755636171878769,0.0,0.0,0.0,0.0,0.1059119205161863,0.22733786701428288,0.11439280842760403,0.11267151776194469,0.0,0.11018815359273064,0.0,0.0,0.0,0.0,0.0,0.12056161560535497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12808625163215734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13573750779851856,0.13749612292840557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13466672728319107,0.0,0.1740899704153905,0.0,0.15231213520263845,0.0,0.0,0.0,0.0,0.0,0.0,0.3311331116822665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14862070516092984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2001233021712371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15723122023567243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161238434603028,0.1694583536246195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1745313822463684
